Date,Close,Prediction
2021-01-01,14018.5,13722.981
2021-01-04,14132.900390625,13750.186
2021-01-05,14199.5,13854.7
2021-01-06,14146.25,13884.484
2021-01-07,14137.349609375,13876.621
2021-01-08,14347.25,13890.176
2021-01-11,14484.75,14073.645
2021-01-12,14563.4501953125,14190.296
2021-01-13,14564.849609375,14224.761
2021-01-14,14595.599609375,14219.685
2021-01-15,14433.7001953125,14208.075
2021-01-18,14281.2998046875,14107.411
2021-01-19,14521.150390625,13951.741
2021-01-20,14644.7001953125,14222.003
2021-01-21,14590.349609375,14313.527
2021-01-22,14371.900390625,14302.572
2021-01-25,14238.900390625,14065.293
2021-01-27,13967.5,13985.689
2021-01-28,13817.5498046875,13671.503
2021-01-29,13634.599609375,13487.171
2021-02-01,14281.2001953125,13476.15
2021-02-02,14647.849609375,13959.1045
2021-02-03,14789.9501953125,14427.889
2021-02-04,14895.650390625,14389.896
2021-02-05,14924.25,14515.64
2021-02-08,15115.7998046875,14587.482
2021-02-09,15109.2998046875,14790.056
2021-02-10,15106.5,14769.5205
2021-02-11,15173.2998046875,14718.073
2021-02-12,15163.2998046875,14822.074
2021-02-15,15314.7001953125,14832.475
2021-02-16,15313.4501953125,15014.259
2021-02-17,15208.900390625,14996.352
2021-02-18,15118.9501953125,14838.234
2021-02-19,14981.75,14823.815
2021-02-22,14675.7001953125,14606.973
2021-02-23,14707.7998046875,14369.748
2021-02-24,14982.0,14437.144
2021-02-25,15097.349609375,14526.966
2021-02-26,14529.150390625,14881.428
2021-03-01,14761.5498046875,14044.925
2021-03-02,14919.099609375,14510.052
2021-03-03,15245.599609375,14543.998
2021-03-04,15080.75,14928.519
2021-03-05,14938.099609375,14616.92
2021-03-08,14956.2001953125,14604.447
2021-03-09,15098.400390625,14604.496
2021-03-10,15174.7998046875,14824.867
2021-03-12,15030.9501953125,14828.761
2021-03-15,14929.5,14762.092
2021-03-16,14910.4501953125,14520.492
2021-03-17,14721.2998046875,14614.759
2021-03-18,14557.849609375,14391.51
2021-03-19,14744.0,14380.72
2021-03-22,14736.400390625,14358.31
2021-03-23,14814.75,14378.053
2021-03-24,14549.400390625,14492.568
2021-03-25,14324.900390625,14169.424
2021-03-26,14507.2998046875,14033.474
2021-03-30,14845.099609375,14235.03
2021-03-31,14690.7001953125,14542.807
2021-04-01,14867.349609375,14308.545
2021-04-05,14637.7998046875,14549.168
2021-04-06,14683.5,14235.561
2021-04-07,14819.0498046875,14408.316
2021-04-08,14873.7998046875,14423.988
2021-04-09,14834.849609375,14658.273
2021-04-12,14310.7998046875,14479.401
2021-04-13,14504.7998046875,13954.674
2021-04-15,14581.4501953125,14217.397
2021-04-16,14617.849609375,14205.5625
2021-04-19,14359.4501953125,14336.614
2021-04-20,14296.400390625,13845.662
2021-04-22,14406.150390625,14114.256
2021-04-23,14341.349609375,13986.132
2021-04-26,14485.0,14066.444
2021-04-27,14653.0498046875,14215.562
2021-04-28,14864.5498046875,14313.892
2021-04-29,14894.900390625,14564.864
2021-04-30,14631.099609375,14601.756
2021-05-03,14634.150390625,14266.076
2021-05-04,14496.5,14240.939
2021-05-05,14617.849609375,14252.025
2021-05-06,14724.7998046875,14296.632
2021-05-07,14823.150390625,14421.762
2021-05-10,14942.349609375,14533.607
2021-05-11,14850.75,14642.88
2021-05-12,14696.5,14454.906
2021-05-14,14677.7998046875,14376.097
2021-05-17,14923.150390625,14345.217
2021-05-18,15108.099609375,14606.609
2021-05-19,15030.150390625,14816.103
2021-05-20,14906.0498046875,14650.351
2021-05-21,15175.2998046875,14581.432
2021-05-24,15197.7001953125,14861.179
2021-05-25,15208.4501953125,14848.953
2021-05-26,15301.4501953125,14875.432
2021-05-27,15337.849609375,14936.715
2021-05-28,15435.650390625,14946.184
2021-05-31,15582.7998046875,15179.287
2021-06-01,15574.849609375,15171.33
2021-06-02,15576.2001953125,15248.912
2021-06-03,15690.349609375,15145.977
2021-06-04,15670.25,15361.259
2021-06-07,15751.650390625,15262.939
2021-06-08,15740.099609375,15384.263
2021-06-09,15635.349609375,15323.272
2021-06-10,15737.75,15265.737
2021-06-11,15799.349609375,15333.716
2021-06-14,15811.849609375,15436.069
2021-06-15,15869.25,15334.886
2021-06-16,15767.5498046875,15523.32
2021-06-17,15691.400390625,15330.955
2021-06-18,15683.349609375,15269.386
2021-06-21,15746.5,15281.384
2021-06-22,15772.75,15247.606
2021-06-23,15686.9501953125,15455.25
2021-06-24,15790.4501953125,15272.011
2021-06-25,15860.349609375,15412.682
2021-06-28,15814.7001953125,15444.879
2021-06-29,15748.4501953125,15426.616
2021-06-30,15721.5,15350.085
2021-07-01,15680.0,15348.035
2021-07-02,15722.2001953125,15280.101
2021-07-05,15834.349609375,15324.587
2021-07-06,15818.25,15454.78
2021-07-07,15879.650390625,15444.646
2021-07-08,15727.900390625,15442.843
2021-07-09,15689.7998046875,15313.605
2021-07-12,15692.599609375,15253.441
2021-07-13,15812.349609375,15324.395
