Date,Close,Prediction
2021-07-01,15680.0,15535.509
2021-07-02,15722.2001953125,15484.666
2021-07-05,15834.349609375,15525.234
2021-07-06,15818.25,15595.496
2021-07-07,15879.650390625,15667.74
2021-07-08,15727.900390625,15667.5205
2021-07-09,15689.7998046875,15569.581
2021-07-12,15692.599609375,15532.602
2021-07-13,15812.349609375,15538.08
2021-07-14,15853.9501953125,15607.541
2021-07-15,15924.2001953125,15591.788
2021-07-16,15923.400390625,15736.988
2021-07-19,15752.400390625,15746.32
2021-07-20,15632.099609375,15609.504
2021-07-22,15824.0498046875,15530.811
2021-07-23,15856.0498046875,15600.364
2021-07-26,15824.4501953125,15633.729
2021-07-27,15746.4501953125,15673.639
2021-07-28,15709.400390625,15606.698
2021-07-29,15778.4501953125,15548.748
2021-07-30,15763.0498046875,15620.557
2021-08-02,15885.150390625,15641.414
2021-08-03,16130.75,15675.132
2021-08-04,16258.7998046875,15843.083
2021-08-05,16294.599609375,16042.671
2021-08-06,16238.2001953125,16111.029
2021-08-09,16258.25,16051.972
2021-08-10,16280.099609375,16016.02
2021-08-11,16282.25,16061.306
2021-08-12,16364.400390625,16022.42
2021-08-13,16529.099609375,16093.647
2021-08-16,16563.05078125,16214.869
2021-08-17,16614.599609375,16273.41
2021-08-18,16568.849609375,16324.742
2021-08-20,16450.5,16327.131
2021-08-23,16496.44921875,16241.838
2021-08-24,16624.599609375,16221.724
2021-08-25,16634.650390625,16315.592
2021-08-26,16636.900390625,16349.585
2021-08-27,16705.19921875,16374.63
2021-08-30,16931.05078125,16381.313
2021-08-31,17132.19921875,16551.693
2021-09-01,17076.25,16771.027
2021-09-02,17234.150390625,16791.771
2021-09-03,17323.599609375,16846.652
2021-09-06,17377.80078125,16948.748
2021-09-07,17362.099609375,17027.62
2021-09-08,17353.5,17011.13
2021-09-09,17369.25,16981.19
2021-09-13,17355.30078125,16998.9
2021-09-14,17380.0,16996.734
2021-09-15,17519.44921875,17010.377
2021-09-16,17629.5,17133.164
2021-09-17,17585.150390625,17270.68
2021-09-20,17396.900390625,17275.783
2021-09-21,17562.0,17136.117
2021-09-22,17546.650390625,17134.803
2021-09-23,17822.94921875,17182.879
2021-09-24,17853.19921875,17355.676
2021-09-27,17855.099609375,17501.27
2021-09-28,17748.599609375,17481.367
2021-09-29,17711.30078125,17413.584
2021-09-30,17618.150390625,17400.74
2021-10-01,17532.05078125,17264.22
2021-10-04,17691.25,17167.658
2021-10-05,17822.30078125,17264.688
2021-10-06,17646.0,17383.564
2021-10-07,17790.349609375,17345.943
2021-10-08,17895.19921875,17452.693
2021-10-11,17945.94921875,17462.535
2021-10-12,17991.94921875,17547.414
2021-10-13,18161.75,17564.389
2021-10-14,18338.55078125,17744.607
2021-10-18,18477.05078125,17917.646
2021-10-19,18418.75,18073.27
2021-10-20,18266.599609375,18036.225
2021-10-21,18178.099609375,17908.754
2021-10-22,18114.900390625,17795.19
2021-10-25,18125.400390625,17702.604
2021-10-26,18268.400390625,17672.287
2021-10-27,18210.94921875,17764.885
2021-10-28,17857.25,17747.096
2021-10-29,17671.650390625,17537.27
2021-11-01,17929.650390625,17304.348
2021-11-02,17888.94921875,17408.404
2021-11-03,17829.19921875,17427.82
2021-11-04,17916.80078125,17401.092
2021-11-08,18068.55078125,17449.295
2021-11-09,18044.25,17580.713
2021-11-10,18017.19921875,17555.305
2021-11-11,17873.599609375,17519.162
2021-11-12,18102.75,17490.19
2021-11-15,18109.44921875,17583.555
2021-11-16,17999.19921875,17636.676
2021-11-17,17898.650390625,17587.053
2021-11-18,17764.80078125,17489.643
2021-11-22,17416.55078125,17367.201
2021-11-23,17503.349609375,17143.188
2021-11-24,17415.05078125,17041.766
2021-11-25,17536.25,17013.35
2021-11-26,17026.44921875,17016.344
2021-11-29,17053.94921875,16790.412
2021-11-30,16983.19921875,16616.719
2021-12-01,17166.900390625,16743.775
2021-12-02,17401.650390625,16766.85
2021-12-03,17196.69921875,16891.37
2021-12-06,16912.25,16870.82
2021-12-07,17176.69921875,16670.287
2021-12-08,17469.75,16769.719
2021-12-09,17516.849609375,17002.3
2021-12-10,17511.30078125,17059.46
2021-12-13,17368.25,17112.518
2021-12-14,17324.900390625,17080.502
2021-12-15,17221.400390625,16984.744
2021-12-16,17248.400390625,16920.928
2021-12-17,16985.19921875,16896.412
2021-12-20,16614.19921875,16791.648
2021-12-21,16770.849609375,16403.592
2021-12-22,16955.44921875,16476.217
2021-12-23,17072.599609375,16577.79
2021-12-24,17003.75,16722.002
2021-12-27,17086.25,16694.553
2021-12-28,17233.25,16685.326
2021-12-29,17213.599609375,16854.025
2021-12-30,17203.94921875,16862.785
2021-12-31,17354.05078125,16919.266
2022-01-03,17625.69921875,16960.02
2022-01-04,17805.25,17135.637
2022-01-05,17925.25,17345.805
2022-01-06,17745.900390625,17462.627
2022-01-07,17812.69921875,17399.584
2022-01-10,18003.30078125,17428.236
2022-01-11,18055.75,17545.75
2022-01-12,18212.349609375,17620.75
2022-01-13,18257.80078125,17771.643
2022-01-14,18255.75,17839.512
2022-01-17,18308.099609375,17816.41
2022-01-18,18113.05078125,17869.355
2022-01-19,17938.400390625,17792.26
2022-01-20,17757.0,17630.062
2022-01-21,17617.150390625,17431.104
2022-01-24,17149.099609375,17235.035
2022-01-25,17277.94921875,16964.94
2022-01-27,17110.150390625,16822.21
2022-01-28,17101.94921875,16769.896
2022-01-31,17339.849609375,16854.477
2022-02-01,17576.849609375,16990.72
2022-02-02,17780.0,17162.408
2022-02-03,17560.19921875,17360.748
2022-02-04,17516.30078125,17278.436
2022-02-07,17213.599609375,17198.025
2022-02-08,17266.75,16997.2
2022-02-09,17463.80078125,16921.982
2022-02-10,17605.849609375,17049.156
2022-02-11,17374.75,17157.846
2022-02-14,16842.80078125,17053.12
2022-02-15,17352.44921875,16690.008
2022-02-16,17322.19921875,16816.047
2022-02-17,17304.599609375,16957.578
2022-02-18,17276.30078125,16967.643
2022-02-21,17206.650390625,16909.965
2022-02-22,17092.19921875,16835.547
2022-02-23,17063.25,16723.543
2022-02-24,16247.9501953125,16716.113
2022-02-25,16658.400390625,16209.994
2022-02-28,16793.900390625,16245.635
2022-03-02,16605.94921875,16377.175
2022-03-03,16498.05078125,16383.171
2022-03-04,16245.349609375,16289.708
2022-03-07,15863.150390625,16066.32
2022-03-08,16013.4501953125,15701.42
2022-03-09,16345.349609375,15749.152
2022-03-10,16594.900390625,15993.292
2022-03-11,16630.44921875,16281.837
2022-03-14,16871.30078125,16374.877
2022-03-15,16663.0,16491.127
2022-03-16,16975.349609375,16457.9
2022-03-17,17287.05078125,16631.049
2022-03-21,17117.599609375,16960.443
2022-03-22,17315.5,16897.691
2022-03-23,17245.650390625,16949.22
2022-03-24,17222.75,16994.213
2022-03-25,17153.0,16940.352
2022-03-28,17222.0,16891.443
2022-03-29,17325.30078125,16898.31
2022-03-30,17498.25,16996.37
2022-03-31,17464.75,17214.791
2022-04-01,17670.44921875,17169.047
2022-04-04,18053.400390625,17265.896
2022-04-05,17957.400390625,17585.229
2022-04-06,17807.650390625,17633.951
2022-04-07,17639.55078125,17508.377
2022-04-08,17784.349609375,17350.312
2022-04-11,17674.94921875,17378.639
2022-04-12,17530.30078125,17318.438
2022-04-13,17475.650390625,17215.186
2022-04-18,17173.650390625,17164.123
2022-04-19,16958.650390625,16949.31
2022-04-20,17136.55078125,16777.043
2022-04-21,17392.599609375,16817.617
2022-04-22,17171.94921875,17005.662
2022-04-25,16953.94921875,16909.664
2022-04-26,17200.80078125,16758.586
2022-04-27,17038.400390625,16817.135
2022-04-28,17245.05078125,16797.967
2022-04-29,17102.55078125,16925.158
2022-05-02,17069.099609375,16908.102
2022-05-04,16677.599609375,16789.438
2022-05-05,16682.650390625,16613.629
2022-05-06,16411.25,16517.71
2022-05-09,16301.849609375,16235.575
2022-05-10,16240.0498046875,16117.853
2022-05-11,16167.099609375,16085.887
2022-05-12,15808.0,15962.223
2022-05-13,15782.150390625,15745.148
