Date,Close,Prediction
2021-01-01,14018.5,14035.491440000002
2021-01-04,14132.900390625,14077.927599999999
2021-01-05,14199.5,14152.68054
2021-01-06,14146.25,14211.41267
2021-01-07,14137.349609375,14188.507749999999
2021-01-08,14347.25,14228.12208
2021-01-11,14484.75,14401.539749999998
2021-01-12,14563.4501953125,14525.90681
2021-01-13,14564.849609375,14555.395939999999
2021-01-14,14595.599609375,14567.528580000002
2021-01-15,14433.7001953125,14581.274449999999
2021-01-18,14281.2998046875,14438.42568
2021-01-19,14521.150390625,14289.741619999999
2021-01-20,14644.7001953125,14570.969529999998
2021-01-21,14590.349609375,14662.88306
2021-01-22,14371.900390625,14630.114215000001
2021-01-25,14238.900390625,14394.9778
2021-01-27,13967.5,14319.372939999997
2021-01-28,13817.5498046875,13996.497289999998
2021-01-29,13634.599609375,13812.02463
2021-02-01,14281.2001953125,13775.538169999998
2021-02-02,14647.849609375,14258.283445
2021-02-03,14789.9501953125,14778.94258
2021-02-04,14895.650390625,14752.6207
2021-02-05,14924.25,14869.35275
2021-02-08,15115.7998046875,14952.162809999998
2021-02-09,15109.2998046875,15172.1912
2021-02-10,15106.5,15127.489205
2021-02-11,15173.2998046875,15078.33473
2021-02-12,15163.2998046875,15194.50311
2021-02-15,15314.7001953125,15193.304569999998
2021-02-16,15313.4501953125,15386.52195
2021-02-17,15208.900390625,15345.009579999998
2021-02-18,15118.9501953125,15218.088609999999
2021-02-19,14981.75,15159.25132
2021-02-22,14675.7001953125,14982.495640000001
2021-02-23,14707.7998046875,14733.047349999999
2021-02-24,14982.0,14780.375420000002
2021-02-25,15097.349609375,14925.152769999999
2021-02-26,14529.150390625,15213.034469999999
2021-03-01,14761.5498046875,14401.927770000002
2021-03-02,14919.099609375,14889.479559999998
2021-03-03,15245.599609375,14933.906519999999
2021-03-04,15080.75,15280.909070000002
2021-03-05,14938.099609375,15001.975390000001
2021-03-08,14956.2001953125,14955.57363
2021-03-09,15098.400390625,15041.35311
2021-03-10,15174.7998046875,15121.98349
2021-03-12,15030.9501953125,15241.61087
2021-03-15,14929.5,15108.141130000002
2021-03-16,14910.4501953125,14895.05867
2021-03-17,14721.2998046875,15020.60125
2021-03-18,14557.849609375,14766.936070000002
2021-03-19,14744.0,14671.952539999998
2021-03-22,14736.400390625,14684.15585
2021-03-23,14814.75,14782.9614
2021-03-24,14549.400390625,14848.67359
2021-03-25,14324.900390625,14545.7563
2021-03-26,14507.2998046875,14365.0309
2021-03-30,14845.099609375,14608.039220000002
2021-03-31,14690.7001953125,14897.68117
2021-04-01,14867.349609375,14689.99143
2021-04-05,14637.7998046875,14898.969014999999
2021-04-06,14683.5,14601.2245
2021-04-07,14819.0498046875,14742.99424
2021-04-08,14873.7998046875,14836.959239999998
2021-04-09,14834.849609375,14961.914649999999
2021-04-12,14310.7998046875,14842.91541
2021-04-13,14504.7998046875,14277.81553
2021-04-15,14581.4501953125,14556.014029999998
2021-04-16,14617.849609375,14581.536705000002
2021-04-19,14359.4501953125,14683.035280000002
2021-04-20,14296.400390625,14226.743260000001
2021-04-22,14406.150390625,14444.14875
2021-04-23,14341.349609375,14351.4772
2021-04-26,14485.0,14410.76788
2021-04-27,14653.0498046875,14574.377679999998
2021-04-28,14864.5498046875,14667.41691
2021-04-29,14894.900390625,14920.24257
2021-04-30,14631.099609375,14959.008450000001
2021-05-03,14634.150390625,14614.75668
2021-05-04,14496.5,14600.617629999999
2021-05-05,14617.849609375,14601.05231
2021-05-06,14724.7998046875,14657.019670000001
2021-05-07,14823.150390625,14778.935580000001
2021-05-10,14942.349609375,14896.23851
2021-05-11,14850.75,14998.587299999997
