Date,Close,Prediction
2021-01-01,14018.5,14098.314
2021-01-04,14132.900390625,14144.5625
2021-01-05,14199.5,14224.774
2021-01-06,14146.25,14277.006
2021-01-07,14137.349609375,14245.928
2021-01-08,14347.25,14291.369
2021-01-11,14484.75,14471.892
2021-01-12,14563.4501953125,14604.795
2021-01-13,14564.849609375,14609.202
2021-01-14,14595.599609375,14637.152
2021-01-15,14433.7001953125,14646.618
2021-01-18,14281.2998046875,14506.883
2021-01-19,14521.150390625,14357.889
2021-01-20,14644.7001953125,14659.667
2021-01-21,14590.349609375,14745.47
2021-01-22,14371.900390625,14712.129
2021-01-25,14238.900390625,14460.267
2021-01-27,13967.5,14398.143
2021-01-28,13817.5498046875,14063.4
2021-01-29,13634.599609375,13872.325
2021-02-01,14281.2001953125,13865.524
2021-02-02,14647.849609375,14354.728
2021-02-03,14789.9501953125,14892.544
2021-02-04,14895.650390625,14821.438
2021-02-05,14924.25,14943.313
2021-02-08,15115.7998046875,15023.639
2021-02-09,15109.2998046875,15257.238
2021-02-10,15106.5,15208.839
2021-02-11,15173.2998046875,15155.724
2021-02-12,15163.2998046875,15277.309
2021-02-15,15314.7001953125,15270.696
2021-02-16,15313.4501953125,15479.512
2021-02-17,15208.900390625,15426.322
2021-02-18,15118.9501953125,15294.9
2021-02-19,14981.75,15236.835
2021-02-22,14675.7001953125,15056.795
2021-02-23,14707.7998046875,14809.576
2021-02-24,14982.0,14875.964
2021-02-25,15097.349609375,15021.567
2021-02-26,14529.150390625,15334.356
2021-03-01,14761.5498046875,14439.152
2021-03-02,14919.099609375,14999.255
2021-03-03,15245.599609375,15026.924
2021-03-04,15080.75,15403.029
2021-03-05,14938.099609375,15083.01
2021-03-08,14956.2001953125,15029.701
2021-03-09,15098.400390625,15145.333
2021-03-10,15174.7998046875,15204.3
2021-03-12,15030.9501953125,15335.025
2021-03-15,14929.5,15187.994
2021-03-16,14910.4501953125,14965.283
2021-03-17,14721.2998046875,15128.155
2021-03-18,14557.849609375,14850.2
2021-03-19,14744.0,14748.798
2021-03-22,14736.400390625,14745.874
2021-03-23,14814.75,14873.734
2021-03-24,14549.400390625,14945.439
2021-03-25,14324.900390625,14618.272
2021-03-26,14507.2998046875,14438.978
2021-03-30,14845.099609375,14701.36
2021-03-31,14690.7001953125,14995.864
2021-04-01,14867.349609375,14772.723
2021-04-05,14637.7998046875,14987.612
2021-04-06,14683.5,14671.968
2021-04-07,14819.0498046875,14837.573
2021-04-08,14873.7998046875,14934.007
2021-04-09,14834.849609375,15047.71
2021-04-12,14310.7998046875,14918.862
2021-04-13,14504.7998046875,14319.807
2021-04-15,14581.4501953125,14639.541
2021-04-16,14617.849609375,14663.165
2021-04-19,14359.4501953125,14779.548
2021-04-20,14296.400390625,14271.775
2021-04-22,14406.150390625,14545.062
2021-04-23,14341.349609375,14418.146
2021-04-26,14485.0,14490.546
2021-04-27,14653.0498046875,14660.121
2021-04-28,14864.5498046875,14746.421
2021-04-29,14894.900390625,15009.103
2021-04-30,14631.099609375,15040.066
2021-05-03,14634.150390625,14663.412
2021-05-04,14496.5,14665.033
2021-05-05,14617.849609375,14685.599
2021-05-06,14724.7998046875,14734.008
2021-05-07,14823.150390625,14862.618
2021-05-10,14942.349609375,14979.053
2021-05-11,14850.75,15085.46
2021-05-12,14696.5,14870.1045
2021-05-14,14677.7998046875,14798.636
2021-05-17,14923.150390625,14781.966
2021-05-18,15108.099609375,15064.583
2021-05-19,15030.150390625,15285.077
2021-05-20,14906.0498046875,15091.5
2021-05-21,15175.2998046875,15019.465
2021-05-24,15197.7001953125,15302.942
2021-05-25,15208.4501953125,15311.665
2021-05-26,15301.4501953125,15337.559
2021-05-27,15337.849609375,15404.472
2021-05-28,15435.650390625,15462.144
2021-05-31,15582.7998046875,15592.952
2021-06-01,15574.849609375,15646.98
2021-06-02,15576.2001953125,15714.909
2021-06-03,15690.349609375,15611.93
2021-06-04,15670.25,15849.094
2021-06-07,15751.650390625,15751.539
2021-06-08,15740.099609375,15870.667
2021-06-09,15635.349609375,15821.585
2021-06-10,15737.75,15735.224
2021-06-11,15799.349609375,15852.291
2021-06-14,15811.849609375,15928.879
2021-06-15,15869.25,15822.317
2021-06-16,15767.5498046875,16041.424
2021-06-17,15691.400390625,15828.185
2021-06-18,15683.349609375,15749.856
2021-06-21,15746.5,15740.311
2021-06-22,15772.75,15780.674
2021-06-23,15686.9501953125,15976.471
2021-06-24,15790.4501953125,15784.111
2021-06-25,15860.349609375,15907.535
2021-06-28,15814.7001953125,15965.623
2021-06-29,15748.4501953125,15937.352
2021-06-30,15721.5,15834.152
2021-07-01,15680.0,15864.125
2021-07-02,15722.2001953125,15787.229
2021-07-05,15834.349609375,15827.474
2021-07-06,15818.25,15983.818
2021-07-07,15879.650390625,15930.032
2021-07-08,15727.900390625,15955.251
2021-07-09,15689.7998046875,15813.908
2021-07-12,15692.599609375,15762.2
2021-07-13,15812.349609375,15846.095
2021-07-14,15853.9501953125,15940.643
2021-07-15,15924.2001953125,15935.985
2021-07-16,15923.400390625,16047.66
2021-07-19,15752.400390625,16009.529
2021-07-20,15632.099609375,15764.62
2021-07-22,15824.0498046875,15716.793
2021-07-23,15856.0498046875,15986.119
2021-07-26,15824.4501953125,15937.901
2021-07-27,15746.4501953125,15927.954
2021-07-28,15709.400390625,15846.321
2021-07-29,15778.4501953125,15733.933
2021-07-30,15763.0498046875,15950.865
2021-08-02,15885.150390625,15865.118
2021-08-03,16130.75,16023.042
2021-08-04,16258.7998046875,16228.63
2021-08-05,16294.599609375,16372.566
2021-08-06,16238.2001953125,16344.077
2021-08-09,16258.25,16318.26
2021-08-10,16280.099609375,16327.001
2021-08-11,16282.25,16368.124
2021-08-12,16364.400390625,16339.376
2021-08-13,16529.099609375,16469.812
2021-08-16,16563.05078125,16616.076
2021-08-17,16614.599609375,16623.143
2021-08-18,16568.849609375,16659.203
2021-08-20,16450.5,16677.283
2021-08-23,16496.44921875,16406.0
2021-08-24,16624.599609375,16650.979
2021-08-25,16634.650390625,16690.8
2021-08-26,16636.900390625,16747.486
2021-08-27,16705.19921875,16693.566
2021-08-30,16931.05078125,16759.344
2021-08-31,17132.19921875,17057.67
2021-09-01,17076.25,17170.008
2021-09-02,17234.150390625,17160.44
2021-09-03,17323.599609375,17251.139
2021-09-06,17377.80078125,17386.227
2021-09-07,17362.099609375,17451.594
2021-09-08,17353.5,17373.535
2021-09-09,17369.25,17372.752
2021-09-13,17355.30078125,17406.518
2021-09-14,17380.0,17376.379
2021-09-15,17519.44921875,17485.357
2021-09-16,17629.5,17553.672
2021-09-17,17585.150390625,17684.988
2021-09-20,17396.900390625,17662.455
2021-09-21,17562.0,17360.875
2021-09-22,17546.650390625,17610.502
2021-09-23,17822.94921875,17610.836
2021-09-24,17853.19921875,17923.44
2021-09-27,17855.099609375,17906.918
2021-09-28,17748.599609375,17886.162
2021-09-29,17711.30078125,17723.014
2021-09-30,17618.150390625,17722.266
2021-10-01,17532.05078125,17673.236
2021-10-04,17691.25,17498.305
2021-10-05,17822.30078125,17852.734
2021-10-06,17646.0,17807.064
2021-10-07,17790.349609375,17719.484
2021-10-08,17895.19921875,17915.71
2021-10-11,17945.94921875,17957.523
2021-10-12,17991.94921875,17977.443
2021-10-13,18161.75,17993.576
2021-10-14,18338.55078125,18271.549
2021-10-18,18477.05078125,18385.54
2021-10-19,18418.75,18573.521
2021-10-20,18266.599609375,18421.621
2021-10-21,18178.099609375,18245.938
